,SA12018_code,averge_room,Male,Female,Average Age,European,Māori,Pacific Peoples,Asian,Middle Eastern / Latin American / African,Other Ethnicity,New Zealander(19),Other Ethnicity nec(19),Median personal income($),Employed Full time,Employed Part time,Unemployed,Paid employee,Employer,Self employed and without employees,Unpaid family worker,median_CV,median_FA,median_AR,median_bed,median_Bath,median_Price,median_school,weighted_weapon,weighted_crime,Number_of_happens,Number of Victimisations
24,7001181,2.9,0.5,0.5,37.42857143,0.56097561,0.292682927,0.024390244,0.097560976,0.024390244,0.0,0.0,0.0,32000,0.425,0.05,0.075,0.4,0.025,0,0.025,-1.1621240271094246,-0.8469584109816386,-0.8867349614377233,-0.44485964553967455,-0.7521814178507827,12.01974306733868,1.0,0.0,2.411764705882353,41,41
25,7001182,3.3461538461538463,0.493506494,0.506493506,36.93421053,0.741935484,0.204301075,0.043010753,0.010752688,0.0,0.0,0.0,0.0,33900,0.379310345,0.114942529,0.022988506,0.367816092,0.034482759,258,0.022988506,-0.5509927253409495,-0.016600874408436276,0.5002007245043699,-0.44485964553967455,-0.7521814178507827,12.591335046320818,1.0,0.0,0.29411764705882354,5,5
26,7001183,3.2777777777777777,0.543478261,0.456521739,39.04545455,0.86,0.12,0.0,0.02,0.0,0.0,0.0,0.0,37600,0.369230769,0.123076923,0.015384615,0.338461538,0.030769231,466,0.0,0.13497098072570668,-0.22419025855173683,1.6856744086347166,-0.44485964553967455,-0.7521814178507827,13.150157356953812,2.0,0.0,0.058823529411764705,1,1
27,7001184,3.727272727272727,0.55,0.45,33.75,0.557692308,0.346153846,0.038461538,0.019230769,0.0,0.019230769,0.019230769,0.0,32400,0.395348837,0.093023256,0.0,0.372093023,0.046511628,309,0.023255814,-0.7796472940298347,-1.3347934637183947,0.8113019109755707,-2.155758805565807,-0.7521814178507827,12.527959193501246,3.0,0.0,0.3529411764705882,6,8
28,7001185,3.294117647058824,0.454545455,0.545454545,36.88636364,0.727272727,0.218181818,0.018181818,0.036363636,0.0,0.0,0.0,0.0,27600,0.361702128,0.127659574,0.0,0.29787234,0.063829787,431,0.042553191,-0.7276803466005427,-0.7016458420813281,6.640680310337917,-0.44485964553967455,-0.7521814178507827,12.369193400189062,3.0,0.0,0.35294117647058826,6,6
29,7001186,3.1666666666666665,0.533333333,0.466666667,36.42622951,0.529411765,0.426470588,0.044117647,0.0,0.0,0.0,0.0,0.0,24100,0.355932203,0.118644068,0.050847458,0.372881356,0.016949153,230,0.033898305,1.215883487254983,0.8967924158220861,11.196873677842355,1.2660395144864578,1.0346855864585136,13.531820506782031,2.0,0.0,0.5294117647058822,9,9
30,7001187,3.333333333333333,0.515151515,0.484848485,38.36363636,0.885714286,0.085714286,0.0,0.028571429,0.0,0.0,0.0,0.0,27100,0.342857143,0.142857143,0.028571429,0.257142857,0.028571429,520,0.028571429,-0.8731877994025605,0.045675940834553896,4.011395613223386,-0.44485964553967455,-0.7521814178507827,12.269829305679654,3.0,0.0,0.23529411764705882,4,4
31,7001188,3.176470588235294,0.538461538,0.461538462,40.7037037,0.786885246,0.114754098,0.032786885,0.0,0.0,0.032786885,0.032786885,0.0,38200,0.381818182,0.109090909,0.018181818,0.327272727,0.054545455,386,0.018181818,-0.7796472940298347,-1.3347934637183947,0.8113019109755707,-2.155758805565807,-0.7521814178507827,12.527959193501246,3.0,0.0,0.3529411764705882,6,8
32,7001190,3.136363636363636,0.507246377,0.492753623,35.55072464,0.805194805,0.142857143,0.012987013,0.012987013,0.0,0.012987013,0.012987013,0.0,39500,0.395061728,0.098765432,0.012345679,0.358024691,0.037037037,412,0.0,-0.13525714590661236,-0.7846815957386484,3.2302164225247756,-2.155758805565807,1.0346855864585136,12.829333698625952,1.0,0.0,0.11764705882352941,2,2
33,7001191,3.333333333333333,0.528301887,0.471698113,40.4,0.862068966,0.068965517,0.0,0.034482759,0.0,0.017241379,0.017241379,0.0,32300,0.387096774,0.112903226,0.016129032,0.274193548,0.048387097,475,0.032258065,-0.20801087230762133,-0.41102070428070736,0.925737809963876,-0.44485964553967455,-0.7521814178507827,12.813786740597317,1.0,0.0,0.3529411764705882,6,6
34,7001192,3.4444444444444446,0.556962025,0.443037975,32.4375,0.616161616,0.232323232,0.060606061,0.050505051,0.0,0.02020202,0.02020202,0.0,33100,0.367088608,0.126582278,0.025316456,0.430379747,0.012658228,169,0.0,-0.6965001781429674,-0.22419025855173683,0.41660084620153637,-0.44485964553967455,-0.7521814178507827,12.56374708980199,1.0,0.0,0.23529411764705882,4,5
35,7001193,3.3125,0.591836735,0.408163265,33.80851064,0.696428571,0.25,0.0,0.053571429,0.0,0.0,0.0,0.0,24400,0.387755102,0.102040816,0.020408163,0.428571429,0.020408163,182,0.0,-0.9147613573459943,-0.4317796426950374,0.2219912934310054,-0.44485964553967455,-0.7521814178507827,12.323845804545801,1.0,0.0,3.1176470588235294,53,55
36,7001194,2.933333333333333,0.493150685,0.506849315,42.06578947,0.771084337,0.120481928,0.036144578,0.036144578,0.0,0.012048193,0.012048193,0.012048193,22500,0.367647059,0.132352941,0.014705882,0.397058824,0.044117647,197,0.0,-0.9251547468318527,-0.22419025855173683,0.47553190795599287,-0.44485964553967455,-0.7521814178507827,12.392552212472792,1.0,0.0,0.1764705882352941,3,3
37,7001195,3.066666666666667,0.441860465,0.558139535,32.5952381,0.52,0.3,0.1,0.08,0.0,0.0,0.0,0.0,27200,0.372093023,0.11627907,0.046511628,0.441860465,0.0,93,0.0,-0.9667283047752864,-0.8469584109816386,0.14044714984053652,-0.44485964553967455,-0.7521814178507827,12.189681900767983,1.0,0.13333333333333333,0.2941176470588235,5,5
38,7001196,3.217391304347826,0.513888889,0.486111111,33.42857143,0.688888889,0.177777778,0.044444444,0.066666667,0.022222222,0.0,0.0,0.0,27500,0.416666667,0.069444444,0.041666667,0.416666667,0.0,250,0.0,-0.8316142414591269,-0.4317796426950374,0.2713289265277598,-0.44485964553967455,-0.7521814178507827,12.343655935220855,1.0,0.0,0.7058823529411764,12,13
39,7001197,3.2142857142857144,0.510638298,0.489361702,36.27083333,0.679245283,0.188679245,0.037735849,0.018867925,0.0,0.037735849,0.037735849,0.0,27300,0.378378378,0.108108108,0.027027027,0.432432432,0.027027027,114,0.0,-0.8627944099167022,-0.1411545048944166,0.37411566214599784,1.2660395144864578,-0.7521814178507827,12.273731294003989,1.0,0.0,0.2941176470588235,5,5
40,7001198,3.0,0.468085106,0.531914894,35.08510638,0.727272727,0.181818182,0.036363636,0.054545455,0.0,0.0,0.0,0.0,26800,0.369565217,0.130434783,0.043478261,0.434782609,0.0,87,0.0,-0.9043679678601358,-0.4317796426950374,0.2219912934310054,-0.44485964553967455,-0.7521814178507827,12.284173718310338,1.0,0.0,3.0588235294117645,52,54
41,7001199,3.25,0.510638298,0.489361702,34.72727273,0.589285714,0.25,0.035714286,0.089285714,0.0,0.017857143,0.0,0.017857143,25100,0.358490566,0.113207547,0.037735849,0.396226415,0.018867925,331,0.0,-0.9043679678601358,-0.22419025855173683,0.257624028445328,-0.44485964553967455,-0.7521814178507827,12.398737858374066,1.0,0.0,0.4117647058823529,7,7
42,7001200,3.142857142857143,0.476190476,0.523809524,38.19565217,0.698113208,0.188679245,0.056603774,0.037735849,0.018867925,0.0,0.0,0.0,26100,0.363636364,0.113636364,0.045454545,0.409090909,0.022727273,205,0.0,-0.8212208519732684,-0.4317796426950374,0.4864958264219382,-0.44485964553967455,-0.7521814178507827,12.37792068638544,1.0,0.0,13.117647058823529,223,237
43,7001201,2.769230769230769,0.513513514,0.486486486,44.0,0.682926829,0.219512195,0.048780488,0.048780488,0.0,0.0,0.0,0.0,19300,0.347826087,0.130434783,0.043478261,0.391304348,0.043478261,195,0.0,-0.9771216942611448,-0.639369026838338,0.05890300625006764,-0.44485964553967455,-0.7521814178507827,12.271389369347776,1.0,0.13333333333333333,4.117647058823529,70,75
44,7001202,3.1578947368421053,0.490196078,0.509803922,36.62962963,0.677966102,0.186440678,0.0,0.06779661,0.0,0.033898305,0.033898305,0.0,24200,0.361702128,0.106382979,0.042553191,0.340425532,0.063829787,285,0.021276596,-0.9251547468318527,-0.4317796426950374,0.4892368060384246,-0.44485964553967455,-0.7521814178507827,12.282937226745101,1.0,0.0,0.2941176470588235,5,5
45,7001203,3.235294117647059,0.541666667,0.458333333,39.1875,0.823529412,0.117647059,0.0,0.0,0.0,0.019607843,0.019607843,0.019607843,35300,0.396551724,0.120689655,0.0,0.25862069,0.051724138,423,0.068965517,0.17654453866914038,-0.9299941646389588,9.58106619392365,-0.44485964553967455,-0.7521814178507827,13.10011776845701,1.0,0.0,0.1764705882352941,3,3
46,7001207,3.5,0.488372093,0.511627907,30.375,0.833333333,0.104166667,0.0,0.0625,0.0,0.0,0.0,0.0,42200,0.404761905,0.095238095,0.023809524,0.30952381,0.023809524,458,0.023809524,0.5507065601600437,-0.15153397410158165,6.538578819623801,0.41058993447339165,-0.7521814178507827,13.478314477646112,1.0,0.0,0.11764705882352941,2,2
47,7001209,3.555555555555556,0.483870968,0.516129032,42.66666667,0.833333333,0.033333333,0.0,0.133333333,0.0,0.0,0.0,0.0,28200,0.323529412,0.176470588,0.029411765,0.294117647,0.058823529,456,0.0,-0.43666544099650667,-0.4317796426950374,4.659637292522407,-0.44485964553967455,-0.7521814178507827,12.852184664218314,2.0,0.0,0.1764705882352941,3,3
