,SA12018_code,averge_room,Male,Female,Average Age,European,Māori,Pacific Peoples,Asian,Middle Eastern / Latin American / African,Other Ethnicity,New Zealander(19),Other Ethnicity nec(19),Median personal income($),Employed Full time,Employed Part time,Unemployed,Paid employee,Employer,Self employed and without employees,Unpaid family worker,median_CV,median_FA,median_AR,median_bed,median_Bath,median_Price,median_school,weighted_weapon,weighted_crime,Number_of_happens,Number of Victimisations
1928,7003834,3.272727272727273,0.527777778,0.472222222,32.55555556,0.243902439,0.170731707,0.292682927,0.268292683,0.024390244,0.0,0.0,0.0,32700,0.380952381,0.119047619,0.0,0.380952381,0.023809524,317,0.023809524,-0.15604392487832922,-0.016600874408436276,-0.1932671184666767,-0.44485964553967455,-0.7521814178507827,12.845291484064564,2.0,0.0,0.11764705882352941,2,2
1929,7003835,2.75,0.457142857,0.542857143,35.24324324,0.386363636,0.113636364,0.25,0.181818182,0.022727273,0.022727273,0.0,0.022727273,37900,0.384615385,0.102564103,0.025641026,0.384615385,0.025641026,232,0.025641026,-0.8129061403845816,-1.0545477951249391,-0.47010605973179814,-0.44485964553967455,-0.7521814178507827,12.287642014218765,3.0,0.0,0.3529411764705882,6,6
1930,7003839,3.083333333333333,0.480519481,0.519480519,37.70512821,0.333333333,0.05952381,0.142857143,0.428571429,0.011904762,0.011904762,0.011904762,0.0,31500,0.388235294,0.094117647,0.023529412,0.447058824,0.011764706,155,0.0,-0.6549266201995336,0.19098850973486428,-0.26247685378295704,-0.44485964553967455,1.0346855864585136,12.582758506707695,2.0,0.0,0.11764705882352941,2,2
1931,7003841,3.076923076923077,0.441860465,0.558139535,36.7826087,0.25,0.115384615,0.173076923,0.461538462,0.0,0.0,0.0,0.0,24000,0.404761905,0.095238095,0.0,0.428571429,0.0,217,0.023809524,-0.7068935676288258,-0.8469584109816386,-0.2672735681118082,-0.44485964553967455,-0.7521814178507827,12.47224632592079,2.0,0.0,0.23529411764705882,4,4
1932,7003842,3.125,0.48,0.52,29.3,0.349206349,0.174603175,0.158730159,0.301587302,0.015873016,0.0,0.0,0.0,36900,0.434782609,0.043478261,0.065217391,0.434782609,0.0,87,0.0,-0.7172869571146843,-0.4317796426950374,-0.024696872052766165,-0.44485964553967455,-0.7521814178507827,12.57418196709457,2.0,0.0,0.7058823529411764,12,14
1933,7003843,3.071428571428572,0.489361702,0.510638298,29.11111111,0.271186441,0.101694915,0.271186441,0.237288136,0.050847458,0.033898305,0.016949153,0.016949153,29600,0.375,0.1,0.05,0.45,0.0,104,0.0,-0.592566283284383,-0.4317796426950374,0.2219912934310054,-0.44485964553967455,-0.7521814178507827,12.70369753336665,2.0,0.0,0.058823529411764705,1,1
1934,7003844,3.0869565217391304,0.483146067,0.516853933,31.31034483,0.311926606,0.146788991,0.275229358,0.220183486,0.0,0.018348624,0.009174312,0.018348624,25900,0.4,0.066666667,0.066666667,0.444444444,0.0,89,0.0,-0.9043679678601358,-0.8469584109816386,0.03834565912642,-0.44485964553967455,-0.7521814178507827,12.259618151783465,3.0,0.0,0.11764705882352941,2,2
1935,7003845,3.3846153846153846,0.489795918,0.510204082,34.01923077,0.358208955,0.179104478,0.253731343,0.194029851,0.014925373,0.0,0.0,0.0,19200,0.358490566,0.094339623,0.075471698,0.433962264,0.037735849,0,0.0,-0.7588605150581178,-0.8469584109816386,0.04245712855114945,-0.44485964553967455,-0.7521814178507827,12.496874845318198,3.0,0.0,0.11764705882352941,2,2
1936,7003846,3.0,0.473684211,0.526315789,30.76623377,0.181818182,0.136363636,0.147727273,0.454545455,0.045454545,0.022727273,0.0,0.011363636,25400,0.385714286,0.071428571,0.085714286,0.428571429,0.014285714,43,0.0,-0.9667283047752864,-0.5355743347666877,-0.3728012833465327,-0.44485964553967455,-0.7521814178507827,12.138863895836725,3.0,0.0,0.29411764705882354,5,5
1937,7003847,3.2,0.492063492,0.507936508,29.95454545,0.283783784,0.189189189,0.283783784,0.162162162,0.054054054,0.013513514,0.0,0.013513514,20700,0.338235294,0.117647059,0.073529412,0.426470588,0.0,197,0.0,-0.7172869571146843,-0.8469584109816386,-0.054847647834116026,-0.44485964553967455,-0.7521814178507827,12.468436909997665,3.0,0.06666666666666667,2.352941176470588,40,40
1938,7003848,3.083333333333333,0.523809524,0.476190476,34.5,0.37254902,0.215686275,0.137254902,0.274509804,0.0,0.0,0.0,0.0,28300,0.4,0.088888889,0.044444444,0.422222222,0.0,199,0.0,-0.8129061403845816,-1.0545477951249391,-0.47010605973179814,-0.44485964553967455,-0.7521814178507827,12.287642014218765,3.0,0.0,0.3529411764705882,6,6
1939,7003849,3.2142857142857144,0.512820513,0.487179487,32.38461538,0.384615385,0.096153846,0.230769231,0.211538462,0.076923077,0.0,0.0,0.0,36400,0.392156863,0.078431373,0.039215686,0.431372549,0.019607843,175,0.0,-0.7172869571146843,-0.8469584109816386,-0.054847647834116026,-0.44485964553967455,-0.7521814178507827,12.468436909997665,3.0,0.06666666666666667,2.352941176470588,40,40
1940,7003850,2.8181818181818183,0.526315789,0.473684211,31.73684211,0.25,0.225,0.175,0.275,0.075,0.0,0.0,0.0,25700,0.305555556,0.138888889,0.083333333,0.416666667,0.0,250,0.0,-0.8129061403845816,-1.0545477951249391,-0.47010605973179814,-0.44485964553967455,-0.7521814178507827,12.287642014218765,3.0,0.0,0.3529411764705882,6,6
1941,7003851,2.8125,0.509090909,0.490909091,32.96491228,0.265625,0.125,0.234375,0.28125,0.0625,0.015625,0.015625,0.0,26100,0.358490566,0.094339623,0.056603774,0.41509434,0.037735849,67,0.018867925,-0.6757133991712505,-0.8469584109816386,-0.15626389364411095,-0.44485964553967455,-0.7521814178507827,12.527246238296618,3.0,0.0,3.705882352941176,63,64
1942,7003852,3.1538461538461537,0.512195122,0.487804878,32.23809524,0.22,0.12,0.26,0.36,0.0,0.02,0.0,0.02,22700,0.355555556,0.111111111,0.066666667,0.466666667,0.0,0,0.0,-0.9667283047752864,-0.8469584109816386,-0.056218137642359146,-0.44485964553967455,-0.7521814178507827,12.468436909997665,3.0,0.0,36.99999999999999,629,661
1943,7003853,2.814814814814815,0.485294118,0.514705882,40.40909091,0.402597403,0.103896104,0.142857143,0.337662338,0.012987013,0.0,0.0,0.0,20500,0.37254902,0.078431373,0.078431373,0.411764706,0.019607843,175,0.0,-0.738073736086401,-0.639369026838338,-0.19737858789140625,-0.44485964553967455,-0.7521814178507827,12.43320821811392,2.0,0.0,0.7058823529411764,12,12
1944,7003854,2.76,0.518072289,0.481927711,32.67901235,0.180851064,0.14893617,0.20212766,0.425531915,0.021276596,0.010638298,0.0,0.010638298,25300,0.361445783,0.120481928,0.048192771,0.421686747,0.012048193,159,0.0,0.5507065601600437,-0.22419025855173683,-0.629768122392128,-0.44485964553967455,1.0346855864585136,13.300122515032005,3.0,0.0,5.76470588235294,98,100
1945,7003855,2.857142857142857,0.468085106,0.531914894,35.26086957,0.321428571,0.160714286,0.178571429,0.303571429,0.0,0.017857143,0.017857143,0.0,28800,0.403846154,0.076923077,0.038461538,0.461538462,0.0,70,0.0,-0.9459415258035695,-1.0545477951249391,-0.08225744399897947,-0.44485964553967455,-0.7521814178507827,12.332705296463539,3.0,0.0,0.3529411764705882,6,6
1946,7003856,3.25,0.428571429,0.571428571,37.98214286,0.414285714,0.2,0.214285714,0.171428571,0.0,0.0,0.0,0.0,26800,0.406779661,0.084745763,0.0,0.457627119,0.016949153,147,0.0,-1.0207739301017502,-0.9299941646389588,0.03834565912642,-0.44485964553967455,-0.7521814178507827,12.153461827323621,3.0,0.0,0.47058823529411764,8,9
1947,7003857,2.9565217391304346,0.513513514,0.486486486,34.36842105,0.325301205,0.180722892,0.192771084,0.228915663,0.048192771,0.012048193,0.0,0.012048193,27600,0.381578947,0.092105263,0.052631579,0.434210526,0.0,176,0.0,-0.9792003721583165,-1.0545477951249391,-0.00825099435384816,-0.44485964553967455,-0.7521814178507827,12.307971455388511,3.0,0.0,0.9411764705882353,16,17
1948,7003859,3.0,0.465753425,0.534246575,35.10810811,0.268817204,0.129032258,0.182795699,0.344086022,0.021505376,0.021505376,0.010752688,0.021505376,19500,0.328571429,0.128571429,0.085714286,0.414285714,0.0,193,0.0,-0.8794238330940757,-1.0545477951249391,0.03834565912642,-0.44485964553967455,-0.7521814178507827,12.460714863903755,3.0,0.0,0.4705882352941176,8,8
1949,7003860,3.272727272727273,0.493975904,0.506024096,34.08333333,0.326086957,0.141304348,0.043478261,0.413043478,0.065217391,0.010869565,0.0,0.0,29900,0.395061728,0.086419753,0.037037037,0.444444444,0.0,163,0.0,-0.7276803466005427,-1.0545477951249391,-0.8867349614377233,-0.44485964553967455,-0.7521814178507827,12.489155504929752,3.0,0.0,0.1764705882352941,3,3
1950,7003862,3.0,0.532258065,0.467741935,33.20689655,0.267605634,0.169014085,0.14084507,0.394366197,0.028169014,0.0,0.0,0.0,35300,0.424242424,0.075757576,0.03030303,0.424242424,0.0,205,0.0,-0.6445332307136752,-1.2621371792682394,-0.8867349614377233,-0.44485964553967455,-0.7521814178507827,12.553626112524238,3.0,0.0,0.5882352941176471,10,10
1951,7003863,2.4285714285714284,0.507246377,0.492753623,37.63380282,0.302325581,0.209302326,0.081395349,0.348837209,0.034883721,0.011627907,0.011627907,0.0,30800,0.397058824,0.073529412,0.058823529,0.411764706,0.0,263,0.0,-0.45745221996822355,-0.8469584109816386,-0.10007381150614077,-0.44485964553967455,-0.7521814178507827,12.712849420277356,3.0,0.06666666666666667,0.8823529411764706,15,15
1952,7003864,3.1666666666666665,0.507462687,0.492537313,32.42857143,0.315789474,0.105263158,0.236842105,0.276315789,0.039473684,0.013157895,0.0,0.013157895,23000,0.393939394,0.060606061,0.075757576,0.409090909,0.0,205,0.015151515,-0.2599778197369135,-0.8469584109816386,0.2219912934310054,-0.44485964553967455,-0.7521814178507827,12.75419405403986,3.0,0.0,0.4117647058823529,7,7
1953,7003865,3.142857142857143,0.563636364,0.436363636,35.42105263,0.274193548,0.14516129,0.225806452,0.35483871,0.0,0.0,0.0,0.0,36300,0.378787879,0.106060606,0.03030303,0.378787879,0.015151515,332,0.015151515,-0.8420076309449853,-0.4317796426950374,0.2219912934310054,-0.44485964553967455,-0.7521814178507827,12.394852469416424,4.0,0.0,12.352941176470587,210,222
1954,7003868,3.0588235294117645,0.551724138,0.448275862,35.0,0.298507463,0.164179104,0.149253731,0.358208955,0.0,0.014925373,0.014925373,0.0,18500,0.395833333,0.083333333,0.041666667,0.458333333,0.0,82,0.0,-0.6965001781429674,-0.8469584109816386,0.056162026633581205,-0.44485964553967455,-0.7521814178507827,12.66032791780777,3.0,0.0,0.29411764705882354,5,5
1955,7003869,2.9166666666666665,0.391304348,0.608695652,35.33333333,0.25862069,0.120689655,0.24137931,0.344827586,0.0,0.017241379,0.0,0.017241379,24900,0.391304348,0.086956522,0.065217391,0.456521739,0.0,0,0.0,-0.7796472940298347,-0.4317796426950374,0.0808308431819583,1.2660395144864578,-0.7521814178507827,12.4130868149145,3.0,0.0,0.4705882352941176,8,10
1956,7003872,2.555555555555556,0.457627119,0.542372881,38.27118644,0.373134328,0.074626866,0.23880597,0.268656716,0.029850746,0.014925373,0.0,0.0,20200,0.348837209,0.11627907,0.069767442,0.418604651,0.023255814,93,0.0,-0.1435718574952991,-0.4732975195236975,0.03834565912642,-0.44485964553967455,-0.7521814178507827,12.864866227085223,3.0,0.0,2.176470588235294,37,39
1957,7003873,3.2,0.489795918,0.510204082,34.0,0.403508772,0.157894737,0.140350877,0.263157895,0.035087719,0.0,0.0,0.0,35500,0.406779661,0.06779661,0.050847458,0.406779661,0.016949153,230,0.0,-0.7817259719270064,-0.7950610649458134,-0.2103982410697164,-0.44485964553967455,-0.7521814178507827,12.392543603731475,3.0,0.0,0.3529411764705882,6,6
1958,7003874,3.0,0.515151515,0.484848485,34.87878788,0.342857143,0.028571429,0.0,0.542857143,0.057142857,0.028571429,0.0,0.0,36800,0.413043478,0.065217391,0.043478261,0.434782609,0.02173913,87,0.0,-1.0124592185130636,-0.8469584109816386,0.26447647748654396,-0.44485964553967455,-0.7521814178507827,12.328290278254423,3.0,0.0,0.23529411764705882,4,4
1959,7003875,2.96,0.441176471,0.558823529,40.73134328,0.5,0.040540541,0.108108108,0.283783784,0.067567568,0.0,0.0,0.0,31800,0.407894737,0.078947368,0.026315789,0.447368421,0.013157895,110,0.0,-0.4886323884257988,-0.4317796426950374,-0.8867349614377233,-0.44485964553967455,-0.7521814178507827,12.69001113720297,3.0,0.0,0.3529411764705882,6,6
1960,7003876,3.6,0.470588235,0.529411765,37.88235294,0.552631579,0.052631579,0.078947368,0.315789474,0.0,0.0,0.0,0.0,39400,0.314285714,0.142857143,0.057142857,0.371428571,0.0,448,0.0,-0.37430510408135614,1.228935430451367,0.15209631321060357,1.2660395144864578,1.0346855864585136,12.71132734908674,3.0,0.0,0.11764705882352941,2,2
1961,7003877,3.1666666666666665,0.475409836,0.524590164,33.29032258,0.342465753,0.178082192,0.369863014,0.068493151,0.01369863,0.01369863,0.01369863,0.0,21000,0.357142857,0.125,0.035714286,0.446428571,0.0,157,0.0,-0.9916724395413465,-1.0545477951249391,0.07671937375722884,-0.44485964553967455,-0.7521814178507827,12.195486362913773,0.0,0.0,0.4117647058823529,7,7
1962,7003878,3.0434782608695654,0.465753425,0.534246575,37.2,0.360465116,0.279069767,0.174418605,0.186046512,0.0,0.0,0.0,0.0,24100,0.37037037,0.12345679,0.024691358,0.395061728,0.024691358,277,0.0,-0.4886323884257988,-1.0545477951249391,0.03834565912642,-0.44485964553967455,-0.7521814178507827,12.618182296357007,0.0,0.0,0.47058823529411764,8,8
1963,7003879,2.88,0.469135802,0.530864198,32.12658228,0.347368421,0.168421053,0.221052632,0.242105263,0.021052632,0.0,0.0,0.0,19000,0.355263158,0.118421053,0.052631579,0.434210526,0.013157895,110,0.0,-0.6133530622560999,-0.639369026838338,-0.13570654652046332,-0.44485964553967455,-0.7521814178507827,12.804909146618877,4.0,0.0,1.4117647058823528,24,24
1964,7003880,3.1333333333333333,0.488372093,0.511627907,37.65217391,0.365384615,0.057692308,0.153846154,0.307692308,0.057692308,0.038461538,0.0,0.019230769,38700,0.395833333,0.083333333,0.0625,0.395833333,0.0,279,0.0,-0.5302059463692326,0.8137566621647659,-0.07266401534127725,-0.44485964553967455,-0.7521814178507827,12.644327576461329,4.0,0.0,0.1764705882352941,3,3
1965,7003881,3.0,0.488888889,0.511111111,37.45454545,0.326530612,0.040816327,0.102040816,0.448979592,0.040816327,0.020408163,0.0,0.020408163,31000,0.403846154,0.076923077,0.057692308,0.365384615,0.019230769,259,0.019230769,-0.09368358796317866,0.7099619700931157,-0.01647393320330707,1.2660395144864578,-0.7521814178507827,12.96453929221076,4.0,0.0,1.6470588235294117,28,32
1966,7003882,2.933333333333333,0.384615385,0.615384615,34.76315789,0.428571429,0.102040816,0.12244898,0.306122449,0.040816327,0.0,0.0,0.0,42700,0.377777778,0.111111111,0.022222222,0.4,0.0,380,0.0,-0.7692539045439762,-1.1791014256109194,-0.7167942252155696,-0.44485964553967455,1.0346855864585136,12.390473207398461,3.0,0.0,0.47058823529411764,8,8
1967,7003883,2.9285714285714284,0.488888889,0.511111111,39.76595745,0.339622642,0.188679245,0.339622642,0.056603774,0.018867925,0.037735849,0.0,0.018867925,27600,0.325581395,0.139534884,0.023255814,0.441860465,0.046511628,93,0.0,-0.8004340730015516,-1.0545477951249391,0.28503382461019156,-0.44485964553967455,-0.7521814178507827,12.491074893083333,0.0,0.0,3.235294117647059,55,56
1968,7003884,2.2916666666666665,0.547945205,0.452054795,33.53333333,0.463414634,0.12195122,0.085365854,0.304878049,0.012195122,0.012195122,0.0,0.0,28300,0.384615385,0.102564103,0.025641026,0.41025641,0.025641026,171,0.012820513,-0.8627944099167022,-0.8469584109816386,-0.35772589545585765,-0.44485964553967455,-0.7521814178507827,12.4130868149145,0.0,0.2,6.529411764705882,111,115
1969,7003885,3.333333333333333,0.6,0.4,35.14285714,0.4,0.075,0.2,0.225,0.05,0.025,0.0,0.025,24600,0.307692308,0.153846154,0.051282051,0.41025641,0.025641026,232,0.0,-0.9147613573459943,-1.1583424871965893,-0.054847647834116026,-0.44485964553967455,-0.7521814178507827,12.373593967435983,0.0,0.0,18.588235294117645,316,330
1970,7003886,1.6464646464646464,0.300813008,0.699186992,77.56910569,0.928571429,0.031746032,0.015873016,0.023809524,0.0,0.0,0.0,0.0,21700,0.2,0.3,0.0,0.3,0.0,413,0.1,-0.09368358796317866,0.7099619700931157,-0.01647393320330707,1.2660395144864578,-0.7521814178507827,12.96453929221076,4.0,0.0,3.0,51,55
1971,7003889,2.3157894736842106,0.462686567,0.537313433,32.22058824,0.379746835,0.126582278,0.189873418,0.278481013,0.0,0.012658228,0.0,0.012658228,33300,0.404761905,0.095238095,0.023809524,0.428571429,0.0,217,0.0,-0.8627944099167022,-1.6773159475548407,-0.8867349614377233,-2.155758805565807,-0.7521814178507827,12.377922902456833,0.0,0.06666666666666667,2.1176470588235294,36,37
1972,7003890,2.9166666666666665,0.5,0.5,26.65116279,0.37254902,0.235294118,0.215686275,0.176470588,0.0,0.0,0.0,0.0,37100,0.414634146,0.073170732,0.024390244,0.43902439,0.024390244,99,0.0,-0.8524010204308438,-0.8469584109816386,-0.35772589545585765,-0.44485964553967455,-0.7521814178507827,12.419147495180672,0.0,0.06666666666666667,3.4705882352941178,59,63
1973,7003891,2.833333333333333,0.529411765,0.470588235,36.62121212,0.364705882,0.117647059,0.411764706,0.047058824,0.035294118,0.011764706,0.011764706,0.0,23200,0.430769231,0.061538462,0.046153846,0.461538462,0.0,0,0.0,-0.9043679678601358,-0.8469584109816386,0.03971614893466302,-0.44485964553967455,-0.7521814178507827,12.211060187041213,0.0,0.0,0.1764705882352941,3,3
1974,7003892,3.1052631578947367,0.515625,0.484375,31.0625,0.333333333,0.141025641,0.346153846,0.166666667,0.012820513,0.0,0.0,0.0,36500,0.410958904,0.082191781,0.02739726,0.452054795,0.0,116,0.0,-0.9771216942611448,-1.0545477951249391,-0.021955892436279736,-0.44485964553967455,-0.7521814178507827,12.271389369347776,0.0,0.0,0.7647058823529411,13,13
1975,7003893,3.25,0.476923077,0.523076923,32.703125,0.173333333,0.173333333,0.453333333,0.173333333,0.0,0.013333333,0.013333333,0.0,24900,0.333333333,0.130434783,0.072463768,0.420289855,0.014492754,44,0.014492754,-0.9147613573459943,-1.1583424871965893,-0.054847647834116026,-0.44485964553967455,-0.7521814178507827,12.373593967435983,0.0,0.0,14.176470588235293,241,254
1976,7003894,3.0,0.508474576,0.491525424,33.484375,0.408450704,0.14084507,0.211267606,0.23943662,0.0,0.0,0.0,0.0,28600,0.387096774,0.096774194,0.032258065,0.435483871,0.016129032,140,0.0,-0.883581188888419,-1.0545477951249391,-0.03291981090222517,-0.44485964553967455,-0.7521814178507827,12.358793732547838,0.0,0.0,0.1764705882352941,3,3
1977,7003895,2.769230769230769,0.523809524,0.476190476,34.125,0.387755102,0.183673469,0.346938776,0.081632653,0.0,0.0,0.0,0.0,26800,0.368421053,0.105263158,0.026315789,0.473684211,0.026315789,0,0.0,-1.022852607998922,-1.0545477951249391,-0.05827387235472387,-0.44485964553967455,-0.7521814178507827,12.13337186293267,0.0,0.0,0.058823529411764705,1,1
1978,7003896,3.055555555555556,0.470588235,0.529411765,32.21428571,0.376623377,0.064935065,0.207792208,0.285714286,0.064935065,0.0,0.0,0.0,29600,0.378787879,0.106060606,0.045454545,0.424242424,0.0,132,0.015151515,-0.9875150837470033,-1.0545477951249391,-0.8867349614377233,-0.44485964553967455,-0.7521814178507827,12.180754837545884,0.0,0.0,0.23529411764705882,4,4
1979,7003897,3.25,0.461538462,0.538461538,32.53846154,0.297619048,0.178571429,0.30952381,0.19047619,0.0,0.011904762,0.0,0.011904762,26600,0.369230769,0.107692308,0.046153846,0.430769231,0.015384615,134,0.0,-1.0145378964102352,-0.8469584109816386,-0.050736178409386476,-0.44485964553967455,-0.7521814178507827,12.161329062279407,0.0,0.0,0.4117647058823529,7,7
1980,7003898,2.625,0.5,0.5,32.97826087,0.338983051,0.152542373,0.288135593,0.203389831,0.016949153,0.0,0.0,0.0,30100,0.468085106,0.021276596,0.021276596,0.468085106,0.0,84,0.0,-1.0374033532791236,-1.0545477951249391,-0.22478838405626966,-0.44485964553967455,-0.7521814178507827,12.086721920415094,0.0,0.0,0.3529411764705882,6,6
1981,7003899,3.0,0.461538462,0.538461538,33.66666667,0.426229508,0.098360656,0.245901639,0.213114754,0.016393443,0.0,0.0,0.0,28000,0.403846154,0.096153846,0.019230769,0.423076923,0.0,259,0.0,-0.9313907805233678,-0.8469584109816386,0.2541978039247201,-0.44485964553967455,-0.7521814178507827,12.303341792682112,0.0,0.0,0.4117647058823529,7,7
1982,7003900,2.764705882352941,0.482142857,0.517857143,32.18181818,0.328767123,0.136986301,0.219178082,0.232876712,0.02739726,0.02739726,0.01369863,0.01369863,27700,0.333333333,0.157894737,0.035087719,0.456140351,0.0,60,0.0,-0.8461649867393286,-0.8469584109816386,-0.2617916088788354,-0.44485964553967455,-0.7521814178507827,12.323855681186558,1.0,0.0,0.5294117647058824,9,9
1983,7003901,2.833333333333333,0.458333333,0.541666667,27.47619048,0.285714286,0.142857143,0.321428571,0.178571429,0.0,0.035714286,0.035714286,0.0,35100,0.423076923,0.038461538,0.038461538,0.461538462,0.038461538,0,0.0,-0.4886323884257988,-0.639369026838338,-0.05758862745060236,-0.44485964553967455,1.0346855864585136,12.691888106291996,1.0,0.0,0.058823529411764705,1,1
1984,7003902,3.117647058823529,0.47761194,0.52238806,29.07692308,0.207792208,0.116883117,0.337662338,0.311688312,0.025974026,0.0,0.0,0.0,34500,0.421875,0.046875,0.0625,0.4375,0.015625,51,0.0,-0.7796472940298347,-0.639369026838338,-0.2645325884953218,-0.44485964553967455,-0.7521814178507827,12.388394202324129,1.0,0.0,0.29411764705882354,5,5
1985,7003903,3.05,0.486842105,0.513157895,32.13333333,0.365591398,0.161290323,0.290322581,0.161290323,0.021505376,0.0,0.0,0.0,29600,0.369047619,0.119047619,0.023809524,0.44047619,0.011904762,95,0.011904762,-1.0457180648678104,-1.2621371792682394,-0.06307058668357504,-0.44485964553967455,-0.7521814178507827,12.049418835484797,0.0,0.0,0.3529411764705882,6,6
1986,7003904,2.923076923076923,0.47826087,0.52173913,30.80434783,0.339622642,0.113207547,0.283018868,0.245283019,0.018867925,0.0,0.0,0.0,32400,0.41025641,0.076923077,0.051282051,0.435897436,0.0,106,0.0,-0.9043679678601358,-1.2621371792682394,-0.8867349614377233,-0.44485964553967455,-0.7521814178507827,12.34800378870463,0.0,0.0,0.4117647058823529,7,7
1987,7003905,3.0,0.559322034,0.440677966,29.33333333,0.4,0.186666667,0.253333333,0.16,0.0,0.0,0.0,0.0,33200,0.425925926,0.055555556,0.037037037,0.425925926,0.0,250,0.0,-0.9043679678601358,-1.2621371792682394,-0.8867349614377233,-0.44485964553967455,-0.7521814178507827,12.34800378870463,0.0,0.0,0.4117647058823529,7,7
1988,7003909,3.125,0.470588235,0.529411765,32.24096386,0.44,0.14,0.24,0.17,0.01,0.0,0.0,0.0,25300,0.383561644,0.109589041,0.04109589,0.424657534,0.0,184,0.0,-0.7796472940298347,-0.8469584109816386,0.2219912934310054,-0.44485964553967455,-0.7521814178507827,12.343655935220855,0.0,0.13333333333333333,1.5882352941176472,27,27
1989,7003915,3.230769230769231,0.486486486,0.513513514,37.57142857,0.435897436,0.025641026,0.025641026,0.461538462,0.0,0.025641026,0.0,0.025641026,43600,0.375,0.1,0.025,0.425,0.025,226,0.0,-0.32233815665206406,0.2325063865635244,-0.6414172857621949,-0.44485964553967455,1.0346855864585136,12.777052192115912,4.0,0.0,0.29411764705882354,5,5
1990,7003916,3.857142857142857,0.490909091,0.509090909,36.91071429,0.542372881,0.033898305,0.016949153,0.406779661,0.0,0.0,0.0,0.0,36300,0.392857143,0.089285714,0.017857143,0.392857143,0.035714286,317,0.0,-0.15604392487832922,1.5403195066663178,0.07260790433249939,1.2660395144864578,1.0346855864585136,13.026938064345355,3.0,0.0,0.1764705882352941,3,3
1991,7003917,4.1,0.507936508,0.492063492,39.41935484,0.614285714,0.057142857,0.0,0.271428571,0.014285714,0.014285714,0.014285714,0.014285714,36000,0.361111111,0.125,0.013888889,0.375,0.055555556,308,0.0,-0.09368358796317866,1.851703582881269,0.0890537820314174,1.2660395144864578,1.0346855864585136,13.021437458814368,3.0,0.0,0.11764705882352941,2,2
1992,7003919,3.388888888888889,0.509433962,0.490566038,33.5,0.578947368,0.070175439,0.01754386,0.333333333,0.0,0.0,0.0,0.0,42600,0.376811594,0.115942029,0.014492754,0.420289855,0.028985507,195,0.0,-0.47823899893994043,0.7099619700931157,0.05342104701709478,-0.44485964553967455,1.0346855864585136,12.613201648684676,3.0,0.0,0.7058823529411764,12,12
1993,7003920,3.947368421052632,0.476190476,0.523809524,39.86885246,0.537313433,0.029850746,0.0,0.388059701,0.014925373,0.014925373,0.014925373,0.0,37500,0.397260274,0.095890411,0.0,0.383561644,0.04109589,355,0.0,0.010250306895405592,1.851703582881269,0.10824063934682183,1.2660395144864578,1.0346855864585136,13.087769789365753,3.0,0.0,0.058823529411764705,1,1
1994,7003921,3.6666666666666665,0.5,0.5,39.5,0.522727273,0.022727273,0.068181818,0.318181818,0.0,0.045454545,0.0,0.022727273,45700,0.369565217,0.130434783,0.02173913,0.369565217,0.043478261,291,0.0,-0.05211003001974496,1.6441141987379682,-0.01647393320330707,1.2660395144864578,1.0346855864585136,12.933621252807452,4.0,0.0,0.3529411764705882,6,6
1995,7003922,3.625,0.481481481,0.518518519,36.80392157,0.631578947,0.0,0.0,0.315789474,0.01754386,0.01754386,0.01754386,0.0,37700,0.379310345,0.120689655,0.017241379,0.379310345,0.017241379,370,0.0,-0.3639117145954977,1.4365248145946679,0.14524386416938767,1.2660395144864578,1.0346855864585136,12.80765263256463,3.0,0.0,0.058823529411764705,1,1
1996,7003923,3.8461538461538463,0.5,0.5,37.68181818,0.630434783,0.02173913,0.0,0.304347826,0.0,0.02173913,0.0,0.02173913,51200,0.42,0.08,0.02,0.44,0.02,77,0.0,0.010250306895405592,1.851703582881269,0.10824063934682183,1.2660395144864578,1.0346855864585136,13.087769789365753,3.0,0.0,0.058823529411764705,1,1
1997,7003924,3.571428571428572,0.457142857,0.542857143,37.14084507,0.584415584,0.064935065,0.064935065,0.25974026,0.025974026,0.0,0.0,0.0,37700,0.35,0.15,0.0125,0.4125,0.0125,279,0.0,-0.32233815665206406,1.0213460463080666,0.03697516931817678,1.2660395144864578,1.0346855864585136,12.834681304952548,3.0,0.0,0.1764705882352941,3,3
1998,7003928,3.3125,0.52,0.48,31.11764706,0.557377049,0.131147541,0.114754098,0.131147541,0.0,0.032786885,0.032786885,0.0,42100,0.403225806,0.080645161,0.032258065,0.419354839,0.016129032,220,0.0,-0.9043679678601358,-0.8469584109816386,-0.054847647834116026,-0.44485964553967455,-0.7521814178507827,12.423198124518821,2.0,0.0,0.058823529411764705,1,1
1999,7003929,3.2857142857142856,0.472222222,0.527777778,41.86842105,0.736842105,0.026315789,0.078947368,0.157894737,0.0,0.0,0.0,0.0,24100,0.34375,0.125,0.03125,0.4375,0.03125,136,0.0,-0.6029596727702414,-0.4317796426950374,0.04245712855114945,-0.44485964553967455,-0.7521814178507827,12.632907830476418,2.0,0.0,0.23529411764705882,4,4
2000,7003930,3.3846153846153846,0.5,0.5,30.52272727,0.607843137,0.098039216,0.098039216,0.156862745,0.039215686,0.0,0.0,0.0,43900,0.391304348,0.108695652,0.0,0.413043478,0.0,291,0.02173913,-0.6029596727702414,-0.4317796426950374,0.04245712855114945,-0.44485964553967455,-0.7521814178507827,12.632907830476418,2.0,0.0,0.23529411764705882,4,4
