60711389,0451400
60711390,0451400
60711391,0451400
60711486,0451700
60711487,0451700
60711488,0451700
60711489,0451400
60711490,0451400
60711491,0451400
60711492,0451400
60711493,0451400
60711494,0451400
60711496,0451400
60711497,0451400
60711498,0451400
60711499,0451400
60711500,0451400
60711501,0451400
60711502,0451400
60711503,0451400
60711504,0451400
60711505,0451400
60711506,0451400
60711507,0451400
60711508,0451400
60711509,0451400
60711511,0451400
60711513,0451400
60711514,0451400
60711515,0451400
60711516,0451400
60711517,0451400
60711518,0451400
60711519,0451400
60711520,0451400
60711521,0451400
60711522,0451400
60711523,0451400
60711525,0449500
60711526,0451600
60711536,0451400
60711537,0451400
60711538,0451400
60711539,0451400
60711540,0451400
60711541,0451400
60711621,0451400
60711833,0451400
60711847,0451400
60711890,0451400
60961889,4006786
60962150,0501800
60962151,0501800
60965601,4000716
60965652,0500600
60965732,0498801
60965733,0498801
60966798,0501000
60975442,0446901
60975445,0446901
60975446,0446901
60975516,0447300
60975538,0446902
60975539,0446902
60975540,0446902
60975541,0446902
60975542,0446902
60975543,0446902
60975545,0447400
60975546,0447400
60975547,0447400
60975548,0447400
60975549,0447400
60975550,0447400
60975551,0447400
60975552,4001679
60975555,4001679
60975556,0446902
60975573,0447700
60975574,0446902
60975576,0447700
60975577,0447000
60975578,0447000
60975582,0446902
61027064,0215000
61052591,0223005
61052592,0221802
61052593,0221802
61052595,0223802
61052603,0223801
61053292,0223005
61056449,0225701
61056450,4003293
61056451,4003128
61056453,4003291
61056969,4000723
61056972,4000723
61056973,4000723
61056975,4000723
61056976,4000723
61056977,4000723
61082716,0438212
61082968,0435500
61083057,0405800
61083074,0533700
61083545,0785200
61083546,0789301
61083548,0786100
61083549,0786100
61083550,0786100
61083552,0785400
61083554,0747200
61083555,0747200
61083557,0747200
61083559,0746601
61083560,0746601
61083561,0746700
61083562,0746700
61083563,0746700
61083564,0746900
61083565,0747200
61083566,0746900
61083567,0747200
61083577,0745800
61083579,0745500
61083581,0747200
61083595,0744600
61083596,0744600
61083597,0744600
61084137,0733400
61084139,0748900
61084176,0734603
61084325,0728700
61084347,0736300
