988534801,0075700
988534802,0075700
988534803,0075700
988534805,0075700
988534806,0075700
988534807,0075700
988534808,0075700
988534809,0075700
988534810,0075700
988534811,0075700
988534812,0075700
988534813,0075700
988534814,0075700
988534815,0075700
988534816,0075700
988534817,0075700
988534818,0075700
988534819,0075700
988534820,0075700
988534822,0075700
988534823,0075700
988534824,0075700
988534825,0075700
988534826,0075700
988534827,0075700
988534828,0075700
988534829,0075700
988534830,0075700
988534831,0075700
988534832,0075700
988534834,0121300
988534835,0121300
988534836,0121300
988534837,0121300
988534838,0121300
988534839,0121300
988534840,0121300
988534841,0121300
988534842,0121300
988534843,0121300
988534844,0121300
988534845,0121300
988534847,0121300
988534848,0121300
988534849,0121300
988534850,0121300
988534851,0121300
988534852,0121300
988534853,0121300
988534854,0121300
988534856,0121300
988534857,0121300
988534858,0121300
988534859,0121300
988534860,0121300
988534862,0121300
988534863,0121300
988534864,0121300
988535657,0075100
988535659,0075100
988535660,0075100
988535661,4009946
988535662,4009946
988535663,4009946
988535664,0075100
988535665,0075100
988535666,0075100
988535667,0075100
988535668,0075100
988535670,4009945
988535671,0075100
988535672,4009945
988535673,0075100
988535674,4009945
988535675,0075100
988535676,0075100
988535677,0075100
988535678,4009945
988535679,4009945
988535680,4009945
988535682,4009945
988535683,4009945
988535684,4009945
988535685,4009945
988535686,4009945
988535687,0075100
988535688,0075100
988535690,4009945
988535691,0075100
988535692,4009945
988535693,0075100
988535694,0075100
988535695,0075100
988535697,0075100
988535698,4009945
988535699,4009945
988535700,4009945
988535701,0075100
988535702,0075100
988535703,0075100
988535704,4009945
988535705,4009945
988535706,0075100
988535708,4009945
988535709,0075100
988535710,4009945
988535711,4009945
988535712,0075100
988535713,0075100
988535714,0075100
988535715,4009945
988535716,4009945
988535718,4009945
988535719,0075100
988535720,0075100
988535721,4009945
988535722,0075100
988535723,4009945
988535724,0075100
988535725,4009945
988535726,0075100
988535727,4009945
988535728,4009945
988535729,4009945
988535731,4009945
988535732,0075100
988535733,4009945
988535734,0075100
988535735,4009945
988535736,0075100
988535738,4005988
988535739,0072300
988535740,0072300
988535741,0072300
988535742,0072300
988535743,0072300
988535744,4005988
988535745,4005988
988535746,0072300
988535748,4005988
988535749,0072300
988535750,4005988
988535751,4005988
988535752,4005988
988535753,0072300
988535754,0072300
988535755,4005988
988535756,4005988
988535757,0072300
988535758,4005988
988535759,4005988
988535761,4005988
988535762,4005988
988535763,4005988
988535764,4005988
988535765,0072300
988535766,4005988
988535767,4005988
988535768,4005988
988535769,4005988
988535771,0072300
988535772,0072300
988535773,4005988
988535774,0072300
988535775,4005988
988535776,0072300
988535777,0072300
988535778,0072300
988535779,0072300
988535780,0072300
988535781,0072300
988535782,0072300
988535784,0072300
988535785,0072300
988535786,0072300
988535787,0072300
988535788,0072300
988535789,0072300
988535790,0072300
988535791,0072300
988535792,0072300
988535793,0072300
988535794,0072300
988535796,0072300
988551399,0141508
988551401,0139501
988551402,0139501
988551403,0139501
988551405,0139501
988551406,0139501
988551407,0139501
988551408,0139501
988551409,0139501
