0450100,0450100
0450100,0450300
0450100,0451000
0451000,0451100
0451000,0451000
0451000,0450100
0451100,0451000
0451100,0451100
0450901,0450901
0450901,0451000
4011334,0450300
4011334,0450100
4011334,4011334
0450300,0450300
0450300,0451200
0451200,0451200
0451200,0451100
0451100,0451200
0450300,4000140
0450300,4011333
4000140,4011333
4000140,4000140
4000137,4000137
4000137,4000140
0451100,4000139
4000138,4000137
4000138,4000140
4000138,4000138
4000137,0490701
0450600,0450600
0450701,0450901
0450701,0450600
0450701,0450701
0490701,4000137
0480900,0480900
0480900,4001321
4001321,0480900
4001321,4001321
4000138,4001321
0451000,0450901
4000137,4000138
0490701,4000138
0490701,0490701
0450901,0450600
4011333,4011333
4000138,4000139
4000140,4000137
0450300,4011334
4011333,0450300
4011331,4011333
4000140,0451100
4000140,0450300
4011333,4000140
0450300,0450100
0451000,0450600
0450500,0450500
0450500,0450600
0450500,0451000
0450901,0450701
0450600,0450701
0450600,0450901
0450600,0451000
0450600,0450500
4001321,4000138
0451100,4000140
4000140,4000138
4000138,0490701
4000139,0451100
4000139,4000138
4000140,0451200
0451200,4000140
0451000,0450500
0451200,0450300
4011333,4011331
0450100,4011334
